News_ID,Company_ID,News_Date,News_Content,News_URL,Base_Sentiment_Score
128,26,2025-09-25,"Piyasalarda dikkat çeken gelişmeler yaşanıyor. Türkiye'nin önde gelen kurumlarından DOHOL, üçüncü çeyrek bilançosundaki analizlerini yatırımcı ilişkileri sayfasında yayınladı. Kurum raporlarına göre temettü emarelerinin ortaya çıkması, yatırımcı güvenini doğrudan etkileyen bir faktör olarak görülüyor. Uzmanlar sektördeki gelişmeleri yakından takip ediyor.",https://www.kap.org.tr/tr/haber/906306,1.0
129,26,2026-01-11,Geçtiğimiz günlerde uluslararası derecelendirme kuruluşlarının yayımladığı analiz raporunda DOHOL hakkında dikkat çekici detaylar yer aldı. Kurum analistleri önümüzdeki dönemde olası bir büyüme etkisi için önceden hazırlıklı olunması gerektiğini vurguladı. Bu açıklamanın ardından hisse senedi ve endeks piyasalarındaki aktivitenin artması bekleniyor.,https://www.kap.org.tr/tr/haber/247644,2.5
130,26,2025-11-09,"Piyasalarda dikkat çeken gelişmeler yaşanıyor. Türkiye'nin önde gelen kurumlarından DOHOL, üçüncü çeyrek bilançosundaki analizlerini yatırımcı ilişkileri sayfasında yayınladı. Kurum raporlarına göre dava emarelerinin ortaya çıkması, yatırımcı güvenini doğrudan etkileyen bir faktör olarak görülüyor. Uzmanlar sektördeki gelişmeleri yakından takip ediyor.",https://www.kap.org.tr/tr/haber/311609,-0.5
131,27,2025-09-30,"Piyasalarda dikkat çeken gelişmeler yaşanıyor. Türkiye'nin önde gelen kurumlarından ECILC, üçüncü çeyrek bilançosundaki analizlerini yatırımcı ilişkileri sayfasında yayınladı. Kurum raporlarına göre temettü emarelerinin ortaya çıkması, yatırımcı güvenini doğrudan etkileyen bir faktör olarak görülüyor. Uzmanlar sektördeki gelişmeleri yakından takip ediyor.",https://www.kap.org.tr/tr/haber/742535,1.0
132,27,2025-08-26,"ECILC A.Ş. Kamuyu Aydınlatma Platformu'na (KAP) az önce resmi bir bildirim geçti. Şirkette son dönemde ciddi organizasyonel ve mali konularda çeşitli yapısal kararlar alındığı belirtilirken, özellikle son süreçteki büyüme durumunun şirketin piyasa değerine yansıması konusunda tüm yatırımcıları kapsayıcı bilgi paylaşıldı. Süreç yönetim kurulu tarafından izleniyor.",https://www.kap.org.tr/tr/haber/792045,1.0
133,27,2025-09-19,"Piyasalarda dikkat çeken gelişmeler yaşanıyor. Türkiye'nin önde gelen kurumlarından ECILC, üçüncü çeyrek bilançosundaki analizlerini yatırımcı ilişkileri sayfasında yayınladı. Kurum raporlarına göre büyüme emarelerinin ortaya çıkması, yatırımcı güvenini doğrudan etkileyen bir faktör olarak görülüyor. Uzmanlar sektördeki gelişmeleri yakından takip ediyor.",https://www.kap.org.tr/tr/haber/727681,1.0
134,27,2026-02-20,"ECILC A.Ş. Kamuyu Aydınlatma Platformu'na (KAP) az önce resmi bir bildirim geçti. Şirkette son dönemde ciddi organizasyonel ve mali konularda çeşitli yapısal kararlar alındığı belirtilirken, özellikle son süreçteki dava durumunun şirketin piyasa değerine yansıması konusunda tüm yatırımcıları kapsayıcı bilgi paylaşıldı. Süreç yönetim kurulu tarafından izleniyor.",https://www.kap.org.tr/tr/haber/653457,-1.5
135,27,2025-09-28,Kamuoyunun dikkatine; ECILC A.Ş. yönetim kurulu bu sabah yapılan olağanüstü toplantıda şirketin geleceğini ilgilendiren önemli kararlar aldı. Özellikle son çeyrekte gözlemlenen piyasa etkileri neticesinde ortaya çıkan dava beklentileri yatırımcılarla şeffaf bir şekilde paylaşıldı. Piyasadaki dalgalanmalara karşı stratejik hamleler yapılmaya devam edilecektir.,https://www.kap.org.tr/tr/haber/280440,-0.5
136,28,2025-09-05,Geçtiğimiz günlerde uluslararası derecelendirme kuruluşlarının yayımladığı analiz raporunda ECZYT hakkında dikkat çekici detaylar yer aldı. Kurum analistleri önümüzdeki dönemde olası bir düşüş etkisi için önceden hazırlıklı olunması gerektiğini vurguladı. Bu açıklamanın ardından hisse senedi ve endeks piyasalarındaki aktivitenin artması bekleniyor.,https://www.kap.org.tr/tr/haber/383293,-1.0
137,28,2025-10-08,"Piyasalarda dikkat çeken gelişmeler yaşanıyor. Türkiye'nin önde gelen kurumlarından ECZYT, üçüncü çeyrek bilançosundaki analizlerini yatırımcı ilişkileri sayfasında yayınladı. Kurum raporlarına göre ceza emarelerinin ortaya çıkması, yatırımcı güvenini doğrudan etkileyen bir faktör olarak görülüyor. Uzmanlar sektördeki gelişmeleri yakından takip ediyor.",https://www.kap.org.tr/tr/haber/867846,-1.0
138,28,2025-09-11,"ECZYT A.Ş. Kamuyu Aydınlatma Platformu'na (KAP) az önce resmi bir bildirim geçti. Şirkette son dönemde ciddi organizasyonel ve mali konularda çeşitli yapısal kararlar alındığı belirtilirken, özellikle son süreçteki ceza durumunun şirketin piyasa değerine yansıması konusunda tüm yatırımcıları kapsayıcı bilgi paylaşıldı. Süreç yönetim kurulu tarafından izleniyor.",https://www.kap.org.tr/tr/haber/817193,-1.0
139,28,2025-09-19,Geçtiğimiz günlerde uluslararası derecelendirme kuruluşlarının yayımladığı analiz raporunda ECZYT hakkında dikkat çekici detaylar yer aldı. Kurum analistleri önümüzdeki dönemde olası bir büyüme etkisi için önceden hazırlıklı olunması gerektiğini vurguladı. Bu açıklamanın ardından hisse senedi ve endeks piyasalarındaki aktivitenin artması bekleniyor.,https://www.kap.org.tr/tr/haber/163057,1.0
140,28,2025-10-14,"Piyasalarda dikkat çeken gelişmeler yaşanıyor. Türkiye'nin önde gelen kurumlarından ECZYT, üçüncü çeyrek bilançosundaki analizlerini yatırımcı ilişkileri sayfasında yayınladı. Kurum raporlarına göre küçülme emarelerinin ortaya çıkması, yatırımcı güvenini doğrudan etkileyen bir faktör olarak görülüyor. Uzmanlar sektördeki gelişmeleri yakından takip ediyor.",https://www.kap.org.tr/tr/haber/550970,-2.0
141,29,2025-12-23,"Piyasalarda dikkat çeken gelişmeler yaşanıyor. Türkiye'nin önde gelen kurumlarından EGEEN, üçüncü çeyrek bilançosundaki analizlerini yatırımcı ilişkileri sayfasında yayınladı. Kurum raporlarına göre kâr emarelerinin ortaya çıkması, yatırımcı güvenini doğrudan etkileyen bir faktör olarak görülüyor. Uzmanlar sektördeki gelişmeleri yakından takip ediyor.",https://www.kap.org.tr/tr/haber/114072,2.0
142,29,2025-09-23,Kamuoyunun dikkatine; EGEEN A.Ş. yönetim kurulu bu sabah yapılan olağanüstü toplantıda şirketin geleceğini ilgilendiren önemli kararlar aldı. Özellikle son çeyrekte gözlemlenen piyasa etkileri neticesinde ortaya çıkan kâr beklentileri yatırımcılarla şeffaf bir şekilde paylaşıldı. Piyasadaki dalgalanmalara karşı stratejik hamleler yapılmaya devam edilecektir.,https://www.kap.org.tr/tr/haber/817904,0.0
143,29,2026-03-25,"EGEEN A.Ş. Kamuyu Aydınlatma Platformu'na (KAP) az önce resmi bir bildirim geçti. Şirkette son dönemde ciddi organizasyonel ve mali konularda çeşitli yapısal kararlar alındığı belirtilirken, özellikle son süreçteki zarar durumunun şirketin piyasa değerine yansıması konusunda tüm yatırımcıları kapsayıcı bilgi paylaşıldı. Süreç yönetim kurulu tarafından izleniyor.",https://www.kap.org.tr/tr/haber/111847,-0.5
144,29,2026-02-21,"EGEEN A.Ş. Kamuyu Aydınlatma Platformu'na (KAP) az önce resmi bir bildirim geçti. Şirkette son dönemde ciddi organizasyonel ve mali konularda çeşitli yapısal kararlar alındığı belirtilirken, özellikle son süreçteki düşüş durumunun şirketin piyasa değerine yansıması konusunda tüm yatırımcıları kapsayıcı bilgi paylaşıldı. Süreç yönetim kurulu tarafından izleniyor.",https://www.kap.org.tr/tr/haber/681660,-2.5
145,29,2025-11-01,Kamuoyunun dikkatine; EGEEN A.Ş. yönetim kurulu bu sabah yapılan olağanüstü toplantıda şirketin geleceğini ilgilendiren önemli kararlar aldı. Özellikle son çeyrekte gözlemlenen piyasa etkileri neticesinde ortaya çıkan düşüş beklentileri yatırımcılarla şeffaf bir şekilde paylaşıldı. Piyasadaki dalgalanmalara karşı stratejik hamleler yapılmaya devam edilecektir.,https://www.kap.org.tr/tr/haber/306655,-1.0
146,30,2025-11-15,"EKGYO A.Ş. Kamuyu Aydınlatma Platformu'na (KAP) az önce resmi bir bildirim geçti. Şirkette son dönemde ciddi organizasyonel ve mali konularda çeşitli yapısal kararlar alındığı belirtilirken, özellikle son süreçteki düşüş durumunun şirketin piyasa değerine yansıması konusunda tüm yatırımcıları kapsayıcı bilgi paylaşıldı. Süreç yönetim kurulu tarafından izleniyor.",https://www.kap.org.tr/tr/haber/748657,-1.0
147,30,2025-10-29,"Piyasalarda dikkat çeken gelişmeler yaşanıyor. Türkiye'nin önde gelen kurumlarından EKGYO, üçüncü çeyrek bilançosundaki analizlerini yatırımcı ilişkileri sayfasında yayınladı. Kurum raporlarına göre büyüme emarelerinin ortaya çıkması, yatırımcı güvenini doğrudan etkileyen bir faktör olarak görülüyor. Uzmanlar sektördeki gelişmeleri yakından takip ediyor.",https://www.kap.org.tr/tr/haber/150297,1.0
148,30,2026-04-10,Kamuoyunun dikkatine; EKGYO A.Ş. yönetim kurulu bu sabah yapılan olağanüstü toplantıda şirketin geleceğini ilgilendiren önemli kararlar aldı. Özellikle son çeyrekte gözlemlenen piyasa etkileri neticesinde ortaya çıkan yatırım beklentileri yatırımcılarla şeffaf bir şekilde paylaşıldı. Piyasadaki dalgalanmalara karşı stratejik hamleler yapılmaya devam edilecektir.,https://www.kap.org.tr/tr/haber/701100,1.0
149,30,2025-08-27,"EKGYO A.Ş. Kamuyu Aydınlatma Platformu'na (KAP) az önce resmi bir bildirim geçti. Şirkette son dönemde ciddi organizasyonel ve mali konularda çeşitli yapısal kararlar alındığı belirtilirken, özellikle son süreçteki zarar durumunun şirketin piyasa değerine yansıması konusunda tüm yatırımcıları kapsayıcı bilgi paylaşıldı. Süreç yönetim kurulu tarafından izleniyor.",https://www.kap.org.tr/tr/haber/733130,0.0
150,30,2026-03-24,Kamuoyunun dikkatine; EKGYO A.Ş. yönetim kurulu bu sabah yapılan olağanüstü toplantıda şirketin geleceğini ilgilendiren önemli kararlar aldı. Özellikle son çeyrekte gözlemlenen piyasa etkileri neticesinde ortaya çıkan büyüme beklentileri yatırımcılarla şeffaf bir şekilde paylaşıldı. Piyasadaki dalgalanmalara karşı stratejik hamleler yapılmaya devam edilecektir.,https://www.kap.org.tr/tr/haber/662234,1.0
151,31,2025-12-26,"ENJSA A.Ş. Kamuyu Aydınlatma Platformu'na (KAP) az önce resmi bir bildirim geçti. Şirkette son dönemde ciddi organizasyonel ve mali konularda çeşitli yapısal kararlar alındığı belirtilirken, özellikle son süreçteki ceza durumunun şirketin piyasa değerine yansıması konusunda tüm yatırımcıları kapsayıcı bilgi paylaşıldı. Süreç yönetim kurulu tarafından izleniyor.",https://www.kap.org.tr/tr/haber/466985,-2.5
152,31,2026-04-01,"Piyasalarda dikkat çeken gelişmeler yaşanıyor. Türkiye'nin önde gelen kurumlarından ENJSA, üçüncü çeyrek bilançosundaki analizlerini yatırımcı ilişkileri sayfasında yayınladı. Kurum raporlarına göre büyüme emarelerinin ortaya çıkması, yatırımcı güvenini doğrudan etkileyen bir faktör olarak görülüyor. Uzmanlar sektördeki gelişmeleri yakından takip ediyor.",https://www.kap.org.tr/tr/haber/960594,2.0
153,31,2025-12-02,"ENJSA A.Ş. Kamuyu Aydınlatma Platformu'na (KAP) az önce resmi bir bildirim geçti. Şirkette son dönemde ciddi organizasyonel ve mali konularda çeşitli yapısal kararlar alındığı belirtilirken, özellikle son süreçteki küçülme durumunun şirketin piyasa değerine yansıması konusunda tüm yatırımcıları kapsayıcı bilgi paylaşıldı. Süreç yönetim kurulu tarafından izleniyor.",https://www.kap.org.tr/tr/haber/838822,-2.0
154,31,2026-03-17,Kamuoyunun dikkatine; ENJSA A.Ş. yönetim kurulu bu sabah yapılan olağanüstü toplantıda şirketin geleceğini ilgilendiren önemli kararlar aldı. Özellikle son çeyrekte gözlemlenen piyasa etkileri neticesinde ortaya çıkan düşüş beklentileri yatırımcılarla şeffaf bir şekilde paylaşıldı. Piyasadaki dalgalanmalara karşı stratejik hamleler yapılmaya devam edilecektir.,https://www.kap.org.tr/tr/haber/820584,-1.0
155,31,2025-10-11,Geçtiğimiz günlerde uluslararası derecelendirme kuruluşlarının yayımladığı analiz raporunda ENJSA hakkında dikkat çekici detaylar yer aldı. Kurum analistleri önümüzdeki dönemde olası bir ceza etkisi için önceden hazırlıklı olunması gerektiğini vurguladı. Bu açıklamanın ardından hisse senedi ve endeks piyasalarındaki aktivitenin artması bekleniyor.,https://www.kap.org.tr/tr/haber/215707,-1.0
156,32,2025-10-22,"Piyasalarda dikkat çeken gelişmeler yaşanıyor. Türkiye'nin önde gelen kurumlarından ENKAI, üçüncü çeyrek bilançosundaki analizlerini yatırımcı ilişkileri sayfasında yayınladı. Kurum raporlarına göre artış emarelerinin ortaya çıkması, yatırımcı güvenini doğrudan etkileyen bir faktör olarak görülüyor. Uzmanlar sektördeki gelişmeleri yakından takip ediyor.",https://www.kap.org.tr/tr/haber/907945,0.5
157,32,2025-10-29,"ENKAI A.Ş. Kamuyu Aydınlatma Platformu'na (KAP) az önce resmi bir bildirim geçti. Şirkette son dönemde ciddi organizasyonel ve mali konularda çeşitli yapısal kararlar alındığı belirtilirken, özellikle son süreçteki yatırım durumunun şirketin piyasa değerine yansıması konusunda tüm yatırımcıları kapsayıcı bilgi paylaşıldı. Süreç yönetim kurulu tarafından izleniyor.",https://www.kap.org.tr/tr/haber/145602,1.0
158,32,2026-03-26,"ENKAI A.Ş. Kamuyu Aydınlatma Platformu'na (KAP) az önce resmi bir bildirim geçti. Şirkette son dönemde ciddi organizasyonel ve mali konularda çeşitli yapısal kararlar alındığı belirtilirken, özellikle son süreçteki yatırım durumunun şirketin piyasa değerine yansıması konusunda tüm yatırımcıları kapsayıcı bilgi paylaşıldı. Süreç yönetim kurulu tarafından izleniyor.",https://www.kap.org.tr/tr/haber/247855,1.0
159,32,2025-11-18,Geçtiğimiz günlerde uluslararası derecelendirme kuruluşlarının yayımladığı analiz raporunda ENKAI hakkında dikkat çekici detaylar yer aldı. Kurum analistleri önümüzdeki dönemde olası bir düşüş etkisi için önceden hazırlıklı olunması gerektiğini vurguladı. Bu açıklamanın ardından hisse senedi ve endeks piyasalarındaki aktivitenin artması bekleniyor.,https://www.kap.org.tr/tr/haber/957548,-1.0
160,32,2025-12-19,Kamuoyunun dikkatine; ENKAI A.Ş. yönetim kurulu bu sabah yapılan olağanüstü toplantıda şirketin geleceğini ilgilendiren önemli kararlar aldı. Özellikle son çeyrekte gözlemlenen piyasa etkileri neticesinde ortaya çıkan temettü beklentileri yatırımcılarla şeffaf bir şekilde paylaşıldı. Piyasadaki dalgalanmalara karşı stratejik hamleler yapılmaya devam edilecektir.,https://www.kap.org.tr/tr/haber/988228,2.0
161,33,2026-04-05,Geçtiğimiz günlerde uluslararası derecelendirme kuruluşlarının yayımladığı analiz raporunda EREGL hakkında dikkat çekici detaylar yer aldı. Kurum analistleri önümüzdeki dönemde olası bir küçülme etkisi için önceden hazırlıklı olunması gerektiğini vurguladı. Bu açıklamanın ardından hisse senedi ve endeks piyasalarındaki aktivitenin artması bekleniyor.,https://www.kap.org.tr/tr/haber/500337,-1.0
162,33,2025-12-15,"Piyasalarda dikkat çeken gelişmeler yaşanıyor. Türkiye'nin önde gelen kurumlarından EREGL, üçüncü çeyrek bilançosundaki analizlerini yatırımcı ilişkileri sayfasında yayınladı. Kurum raporlarına göre büyüme emarelerinin ortaya çıkması, yatırımcı güvenini doğrudan etkileyen bir faktör olarak görülüyor. Uzmanlar sektördeki gelişmeleri yakından takip ediyor.",https://www.kap.org.tr/tr/haber/876510,1.0
163,33,2025-11-09,Kamuoyunun dikkatine; EREGL A.Ş. yönetim kurulu bu sabah yapılan olağanüstü toplantıda şirketin geleceğini ilgilendiren önemli kararlar aldı. Özellikle son çeyrekte gözlemlenen piyasa etkileri neticesinde ortaya çıkan kâr beklentileri yatırımcılarla şeffaf bir şekilde paylaşıldı. Piyasadaki dalgalanmalara karşı stratejik hamleler yapılmaya devam edilecektir.,https://www.kap.org.tr/tr/haber/804431,2.0
164,33,2026-03-19,"Piyasalarda dikkat çeken gelişmeler yaşanıyor. Türkiye'nin önde gelen kurumlarından EREGL, üçüncü çeyrek bilançosundaki analizlerini yatırımcı ilişkileri sayfasında yayınladı. Kurum raporlarına göre kâr emarelerinin ortaya çıkması, yatırımcı güvenini doğrudan etkileyen bir faktör olarak görülüyor. Uzmanlar sektördeki gelişmeleri yakından takip ediyor.",https://www.kap.org.tr/tr/haber/632133,1.0
165,33,2025-12-04,Geçtiğimiz günlerde uluslararası derecelendirme kuruluşlarının yayımladığı analiz raporunda EREGL hakkında dikkat çekici detaylar yer aldı. Kurum analistleri önümüzdeki dönemde olası bir küçülme etkisi için önceden hazırlıklı olunması gerektiğini vurguladı. Bu açıklamanın ardından hisse senedi ve endeks piyasalarındaki aktivitenin artması bekleniyor.,https://www.kap.org.tr/tr/haber/667453,-1.0
166,34,2025-12-06,Geçtiğimiz günlerde uluslararası derecelendirme kuruluşlarının yayımladığı analiz raporunda EUREN hakkında dikkat çekici detaylar yer aldı. Kurum analistleri önümüzdeki dönemde olası bir kâr etkisi için önceden hazırlıklı olunması gerektiğini vurguladı. Bu açıklamanın ardından hisse senedi ve endeks piyasalarındaki aktivitenin artması bekleniyor.,https://www.kap.org.tr/tr/haber/666531,1.0
167,34,2025-10-21,Kamuoyunun dikkatine; EUREN A.Ş. yönetim kurulu bu sabah yapılan olağanüstü toplantıda şirketin geleceğini ilgilendiren önemli kararlar aldı. Özellikle son çeyrekte gözlemlenen piyasa etkileri neticesinde ortaya çıkan rekor beklentileri yatırımcılarla şeffaf bir şekilde paylaşıldı. Piyasadaki dalgalanmalara karşı stratejik hamleler yapılmaya devam edilecektir.,https://www.kap.org.tr/tr/haber/330424,0.5
168,34,2026-03-29,"Piyasalarda dikkat çeken gelişmeler yaşanıyor. Türkiye'nin önde gelen kurumlarından EUREN, üçüncü çeyrek bilançosundaki analizlerini yatırımcı ilişkileri sayfasında yayınladı. Kurum raporlarına göre dava emarelerinin ortaya çıkması, yatırımcı güvenini doğrudan etkileyen bir faktör olarak görülüyor. Uzmanlar sektördeki gelişmeleri yakından takip ediyor.",https://www.kap.org.tr/tr/haber/938684,-1.5
169,34,2025-09-19,"EUREN A.Ş. Kamuyu Aydınlatma Platformu'na (KAP) az önce resmi bir bildirim geçti. Şirkette son dönemde ciddi organizasyonel ve mali konularda çeşitli yapısal kararlar alındığı belirtilirken, özellikle son süreçteki istifa durumunun şirketin piyasa değerine yansıması konusunda tüm yatırımcıları kapsayıcı bilgi paylaşıldı. Süreç yönetim kurulu tarafından izleniyor.",https://www.kap.org.tr/tr/haber/303399,-1.5
170,34,2025-08-16,Kamuoyunun dikkatine; EUREN A.Ş. yönetim kurulu bu sabah yapılan olağanüstü toplantıda şirketin geleceğini ilgilendiren önemli kararlar aldı. Özellikle son çeyrekte gözlemlenen piyasa etkileri neticesinde ortaya çıkan kâr beklentileri yatırımcılarla şeffaf bir şekilde paylaşıldı. Piyasadaki dalgalanmalara karşı stratejik hamleler yapılmaya devam edilecektir.,https://www.kap.org.tr/tr/haber/394482,1.0
171,35,2026-01-24,"EUPWR A.Ş. Kamuyu Aydınlatma Platformu'na (KAP) az önce resmi bir bildirim geçti. Şirkette son dönemde ciddi organizasyonel ve mali konularda çeşitli yapısal kararlar alındığı belirtilirken, özellikle son süreçteki yatırım durumunun şirketin piyasa değerine yansıması konusunda tüm yatırımcıları kapsayıcı bilgi paylaşıldı. Süreç yönetim kurulu tarafından izleniyor.",https://www.kap.org.tr/tr/haber/753123,2.0
172,35,2026-01-27,Kamuoyunun dikkatine; EUPWR A.Ş. yönetim kurulu bu sabah yapılan olağanüstü toplantıda şirketin geleceğini ilgilendiren önemli kararlar aldı. Özellikle son çeyrekte gözlemlenen piyasa etkileri neticesinde ortaya çıkan yatırım beklentileri yatırımcılarla şeffaf bir şekilde paylaşıldı. Piyasadaki dalgalanmalara karşı stratejik hamleler yapılmaya devam edilecektir.,https://www.kap.org.tr/tr/haber/950627,0.5
173,35,2026-01-11,"Piyasalarda dikkat çeken gelişmeler yaşanıyor. Türkiye'nin önde gelen kurumlarından EUPWR, üçüncü çeyrek bilançosundaki analizlerini yatırımcı ilişkileri sayfasında yayınladı. Kurum raporlarına göre artış emarelerinin ortaya çıkması, yatırımcı güvenini doğrudan etkileyen bir faktör olarak görülüyor. Uzmanlar sektördeki gelişmeleri yakından takip ediyor.",https://www.kap.org.tr/tr/haber/400465,0.5
174,35,2026-03-23,"EUPWR A.Ş. Kamuyu Aydınlatma Platformu'na (KAP) az önce resmi bir bildirim geçti. Şirkette son dönemde ciddi organizasyonel ve mali konularda çeşitli yapısal kararlar alındığı belirtilirken, özellikle son süreçteki yatırım durumunun şirketin piyasa değerine yansıması konusunda tüm yatırımcıları kapsayıcı bilgi paylaşıldı. Süreç yönetim kurulu tarafından izleniyor.",https://www.kap.org.tr/tr/haber/478427,1.0
175,35,2026-03-12,"Piyasalarda dikkat çeken gelişmeler yaşanıyor. Türkiye'nin önde gelen kurumlarından EUPWR, üçüncü çeyrek bilançosundaki analizlerini yatırımcı ilişkileri sayfasında yayınladı. Kurum raporlarına göre kâr emarelerinin ortaya çıkması, yatırımcı güvenini doğrudan etkileyen bir faktör olarak görülüyor. Uzmanlar sektördeki gelişmeleri yakından takip ediyor.",https://www.kap.org.tr/tr/haber/240900,1.0
176,36,2026-02-12,Geçtiğimiz günlerde uluslararası derecelendirme kuruluşlarının yayımladığı analiz raporunda FROTO hakkında dikkat çekici detaylar yer aldı. Kurum analistleri önümüzdeki dönemde olası bir küçülme etkisi için önceden hazırlıklı olunması gerektiğini vurguladı. Bu açıklamanın ardından hisse senedi ve endeks piyasalarındaki aktivitenin artması bekleniyor.,https://www.kap.org.tr/tr/haber/824823,-1.0
177,36,2025-10-17,Geçtiğimiz günlerde uluslararası derecelendirme kuruluşlarının yayımladığı analiz raporunda FROTO hakkında dikkat çekici detaylar yer aldı. Kurum analistleri önümüzdeki dönemde olası bir istifa etkisi için önceden hazırlıklı olunması gerektiğini vurguladı. Bu açıklamanın ardından hisse senedi ve endeks piyasalarındaki aktivitenin artması bekleniyor.,https://www.kap.org.tr/tr/haber/622470,-0.5
178,36,2025-12-13,"Piyasalarda dikkat çeken gelişmeler yaşanıyor. Türkiye'nin önde gelen kurumlarından FROTO, üçüncü çeyrek bilançosundaki analizlerini yatırımcı ilişkileri sayfasında yayınladı. Kurum raporlarına göre ceza emarelerinin ortaya çıkması, yatırımcı güvenini doğrudan etkileyen bir faktör olarak görülüyor. Uzmanlar sektördeki gelişmeleri yakından takip ediyor.",https://www.kap.org.tr/tr/haber/410785,0.0
179,36,2025-12-05,"Piyasalarda dikkat çeken gelişmeler yaşanıyor. Türkiye'nin önde gelen kurumlarından FROTO, üçüncü çeyrek bilançosundaki analizlerini yatırımcı ilişkileri sayfasında yayınladı. Kurum raporlarına göre büyüme emarelerinin ortaya çıkması, yatırımcı güvenini doğrudan etkileyen bir faktör olarak görülüyor. Uzmanlar sektördeki gelişmeleri yakından takip ediyor.",https://www.kap.org.tr/tr/haber/512149,1.0
180,36,2025-09-19,Kamuoyunun dikkatine; FROTO A.Ş. yönetim kurulu bu sabah yapılan olağanüstü toplantıda şirketin geleceğini ilgilendiren önemli kararlar aldı. Özellikle son çeyrekte gözlemlenen piyasa etkileri neticesinde ortaya çıkan temettü beklentileri yatırımcılarla şeffaf bir şekilde paylaşıldı. Piyasadaki dalgalanmalara karşı stratejik hamleler yapılmaya devam edilecektir.,https://www.kap.org.tr/tr/haber/173976,2.5
181,37,2026-03-29,"GARAN A.Ş. Kamuyu Aydınlatma Platformu'na (KAP) az önce resmi bir bildirim geçti. Şirkette son dönemde ciddi organizasyonel ve mali konularda çeşitli yapısal kararlar alındığı belirtilirken, özellikle son süreçteki büyüme durumunun şirketin piyasa değerine yansıması konusunda tüm yatırımcıları kapsayıcı bilgi paylaşıldı. Süreç yönetim kurulu tarafından izleniyor.",https://www.kap.org.tr/tr/haber/317768,1.5
182,37,2025-10-09,"GARAN A.Ş. Kamuyu Aydınlatma Platformu'na (KAP) az önce resmi bir bildirim geçti. Şirkette son dönemde ciddi organizasyonel ve mali konularda çeşitli yapısal kararlar alındığı belirtilirken, özellikle son süreçteki büyüme durumunun şirketin piyasa değerine yansıması konusunda tüm yatırımcıları kapsayıcı bilgi paylaşıldı. Süreç yönetim kurulu tarafından izleniyor.",https://www.kap.org.tr/tr/haber/366473,0.5
183,37,2026-02-21,Geçtiğimiz günlerde uluslararası derecelendirme kuruluşlarının yayımladığı analiz raporunda GARAN hakkında dikkat çekici detaylar yer aldı. Kurum analistleri önümüzdeki dönemde olası bir ceza etkisi için önceden hazırlıklı olunması gerektiğini vurguladı. Bu açıklamanın ardından hisse senedi ve endeks piyasalarındaki aktivitenin artması bekleniyor.,https://www.kap.org.tr/tr/haber/947053,-2.0
184,37,2025-10-30,"GARAN A.Ş. Kamuyu Aydınlatma Platformu'na (KAP) az önce resmi bir bildirim geçti. Şirkette son dönemde ciddi organizasyonel ve mali konularda çeşitli yapısal kararlar alındığı belirtilirken, özellikle son süreçteki büyüme durumunun şirketin piyasa değerine yansıması konusunda tüm yatırımcıları kapsayıcı bilgi paylaşıldı. Süreç yönetim kurulu tarafından izleniyor.",https://www.kap.org.tr/tr/haber/502389,1.0
185,37,2025-12-22,"GARAN A.Ş. Kamuyu Aydınlatma Platformu'na (KAP) az önce resmi bir bildirim geçti. Şirkette son dönemde ciddi organizasyonel ve mali konularda çeşitli yapısal kararlar alındığı belirtilirken, özellikle son süreçteki zarar durumunun şirketin piyasa değerine yansıması konusunda tüm yatırımcıları kapsayıcı bilgi paylaşıldı. Süreç yönetim kurulu tarafından izleniyor.",https://www.kap.org.tr/tr/haber/343923,0.0
186,38,2025-08-26,"GENIL A.Ş. Kamuyu Aydınlatma Platformu'na (KAP) az önce resmi bir bildirim geçti. Şirkette son dönemde ciddi organizasyonel ve mali konularda çeşitli yapısal kararlar alındığı belirtilirken, özellikle son süreçteki dava durumunun şirketin piyasa değerine yansıması konusunda tüm yatırımcıları kapsayıcı bilgi paylaşıldı. Süreç yönetim kurulu tarafından izleniyor.",https://www.kap.org.tr/tr/haber/932179,-1.5
187,38,2026-02-13,"Piyasalarda dikkat çeken gelişmeler yaşanıyor. Türkiye'nin önde gelen kurumlarından GENIL, üçüncü çeyrek bilançosundaki analizlerini yatırımcı ilişkileri sayfasında yayınladı. Kurum raporlarına göre dava emarelerinin ortaya çıkması, yatırımcı güvenini doğrudan etkileyen bir faktör olarak görülüyor. Uzmanlar sektördeki gelişmeleri yakından takip ediyor.",https://www.kap.org.tr/tr/haber/891632,-2.5
188,38,2025-10-29,Geçtiğimiz günlerde uluslararası derecelendirme kuruluşlarının yayımladığı analiz raporunda GENIL hakkında dikkat çekici detaylar yer aldı. Kurum analistleri önümüzdeki dönemde olası bir zarar etkisi için önceden hazırlıklı olunması gerektiğini vurguladı. Bu açıklamanın ardından hisse senedi ve endeks piyasalarındaki aktivitenin artması bekleniyor.,https://www.kap.org.tr/tr/haber/509367,-1.0
